id,name,party,state,1316,2345,2055,2056,274,2377,1940,1941,429,444,552,1798,1174,1175,863,864,2009,2010,2011,2012,2013,865,866,867,1931,1932,2355,868,869,612,613,764,765,766,767,614,615,616,617,618,619,620,2404,1474,1475,1476,1477,2405,423,1238,1239,1240,378,379,563,1176,424,425,380,1329,2172,879,758,1978,417,1823,1824,1825,1302,1303,810,381,1712,621,622,383,261,2173,637,1945,1946,1581,384,385,1713,2090,2091,2260,2261,2262,1714,1715,1716,386,387,1171,1172,2174,2175,753,1697,1698,388,1541,1542,754,1826,389,262,263,264,265,266,267,2034,2035,2036,2037,2038,2039,142,143,8,9,10,300,301,302,2307,2308,1796,2309,2310,2311,1794,1795,1797,2253,2254,2255,2256,2257,2258,2259,1403,1404,1405,1406,1407,1408,1409,2224,1420,1421,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1422,1423,1543,1544,1545,2312,2313,2314,1683,1684,1685,1686,1687,1688,1729,1733,1730,1731,1732,1734,1735,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,75,1721,1048,1049,1050,626,627,628,1446,932,1447,1448,1449,1450,1451,1452,1453,1454,933,934,1896,793,629,2118,1846,1847,1867,1816,1817,1818,1819,1820,1821,1822,1360,187,2413,2414,2415,2416,822,823,824,1051,1775,1776,1777,1778,1779,1780,654,655,656,657,658,659,660,661,418,1690,294,295,761,462,2092,2342,2343,1509,1510,1511,1995,1458,639,351,352,1396,2106,1814,1028,1029,1289,1397,1455,1456,1815,1030,1031,1032,2381,2382,2383,420,2384,2385,2386,2387,2388,2389,2390,421,422,2391,2392,2393,2394,2395,2396,1363,2144,2145,2146,2147,2148,2149,275,276,277,278,279,280,1920,1921,538,2105,768,762,2412,2029,293,1911,1254,1912,1206,1207,1208,1209,1244,1245,1246,1247,1248,1249,965,966,769,770,771,772,477,1385,596,1146,1147,1148,1149,1564,1150,1151,1565,1566,1152,1567,1923,1924,1925,1568,491,492,1153,1853,1154,2306,940,763,459,1155,1156,1157,1158,1159,1160,1769,1770,1137,597,598,599,600,1465,1469,755,1290,1953,1954,1955,35,36,2195,2196,2197,2198,2199,2200,2263,2264,562,2150,1000,997,998,999,136,2041,2042,29,1001,1002,188,189,190,191,192,756,757,148,467,1058,1059,1060,1256,1257,1018,1019,1258,1259,1198,1199,256,1330,1282,1283,2408,601,1898,602,603,604,1899,1900,1901,1902,1903,1904,1905,1260,960,1261,1262,1263,1218,1219,1220,776,307,308,309,310,311,335,184,285,1200,739,1906,1221,336,1201,522,523,740,903,1935,1696,53,286,201,390,1264,2154,2155,1936,312,1265,1937,287,6,524,525,526,527,528,638,1578,1036,884,2285,2286,2287,885,886,887,888,1369,2288,2289,2290,2291,7,1942,1189,248,249,250,251,252,253,254,213,214,215,216,217,1943,218,219,220,221,222,539,540,288,102,103,104,105,106,107,108,109,1381,1367,1037,1038,1368,281,282,283,223,224,976,1840,1841,1478,1479,1480,1481,1461,1462,1463,1464,1136,1916,990,2279,2280,2281,941,942,943,944,945,946,947,948,949,950,951,952,401,330,331,402,332,794,1231,877,1014,1193,1194,1195,1196,1197,1322,1569,1553,1554,1555,1828,1829,1586,149,1913,1579,777,2084,2088,117,2089,806,313,314,1164,938
74586,Maria do Carmo Lara,PT,MG,0,,,0,1,,,1,1,1,1,1,,0,1,1,0,0,1,0,1,,0,0,0,1,,1,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,1,,0,,,,1,,0,1,,0,1,1,,1,1,1,0,0,,0,1,1,,1,,1,1,0,1,,,1,,,,0,1,0,1,1,0,1,1,1,1,0,0,0,,0,1,1,1,0,0,1,0,1,1,0,0,0,,0,1,,,0,0,0,1,1,1,0,,1,0,0,0,0,0,,0,0,1,1,1,0,1,,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,,0,1,0,1,0,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,,1,0,0,0,,1,1,0,,0,1,1,1,0,,0,0,,1,1,1,0,1,0,,1,0,1,1,,0,0,1,1,1,,0,1,1,0,1,0,1,0,1,,,,,0,0,0,,,0,1,1,1,,,1,,0,1,1,0,,,,0,1,1,,1,1,,1,,1,,,,,1,,0,1,0,,0,,,,,0,1,1,1,,,,1,,1,0,,0,,,,,,,0,,0,1,0,1,0,1,1,,,,,,,0,0,,,,,1,,,0,,1,,,,,,,,,,1,0,,1,,,,,1,1,0,,,,,0,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74587,Maria Lúcia Cardoso,PMDB,MG,0,,,,1,1,,,,1,1,0,,,1,1,0,0,1,,,,0,0,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,1,1,,,,,0,,,0,1,1,0,1,,,,1,,,,1,1,1,1,,1,1,1,,,1,,,,,,,,1,0,,1,,,,,,,,,,,,,1,0,0,1,,1,1,,0,0,,0,1,,0,,0,,,,,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,,0,0,1,0,1,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,,1,0,1,1,0,,,,,0,1,1,1,0,0,1,0,0,1,1,1,,1,,,,,,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,0,1,0,1,0,1,1,,,,,1,1,,,,1,0,1,1,1,1,,,1,0,1,0,,,,0,,1,1,1,,,,,,,,,,,0,1,,,1,1,,0,,1,1,,1,0,1,1,1,1,1,1,0,0,,,,,,0,,,0,1,1,,,,,,,0,0,1,0,0,1,,,,,,,,,,0,0,0,1,1,,,1,0,1,,1,1,1,0,,1,1,1,1,,,,1,1,1,,1,1,0,0,,0,1,,0,,,,,1,1,0,,,,,,,,,0,1,,,1,1,0,1,,,,,,,0,1,1,1,0,,1,1,,,,,,1,0,1,0,1,0,,,,,,,,,,,0,1,,,,,,0,1,0,1,1,,,,,,1,1,1,0,,1,1,1,0,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,1,0,0,0,1,0,0,,,1,0,0,1,,1,0,0,,,1,1,,,,,,,,,0,1,,,,1,1,1,0,1,0,1,,,0,0,1,,1,,,,,,1,0,1,1,1,1,1,1,,,,,,1,1,,,,,,,0,0,,,,,,,,1,,0,1,,,,,0,,,,,1,1,,,,1,1
74590,Rafael Guerra,PSDB,MG,0,,1,1,0,1,,,0,0,0,0,0,0,,,,,,,,1,,,1,0,,0,0,0,0,0,1,,1,0,,,,,1,1,0,,0,0,,1,,,,1,,,,0,,,,,0,1,1,1,,1,0,0,,0,0,,1,0,1,1,1,0,,0,,0,,,,,,,,,1,,0,,,1,,1,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,0,,1,1,1,0,1,1,1,1,1,,,0,,0,1,0,1,0,0,,,0,,1,1,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,0,0,,0,,1,,,0,0,0,1,1,0,0,,0,,,1,,,,1,1,1,1,,,,,,,1,,1,1,,0,,0,,,,0,,,1,0,,,,,,,0,,0,,0,1,1,1,,0,1,1,1,1,,1,,,,,,,,,,,,,0,,0,1,0,0,0,,,,,,,,,,1,,,,,,,,,1,1,,0,0,0,1,1,,0,1,1,,0,0,,0,,,,1,1,,1,,,,,,,0,,,,,,0,,0,0,,,,,,1,1,,,,,,,0,,,1,,,1,0,0,,,,1,,,,1,0,,,,,,,1,0,,,,0,,0,,0,0,,1,,,1,0,0,1,1,,,,,1,1,,,0,1,,1,1,1,1,,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,,,0,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,1,1,0,,1,1,,1,0,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,0,1,0,1,1,1,,1,,1,1,1,1,,,,,0,,,,,,,,,1,1,,,,,,0,1,,0,1,1,,1,1,,,,,
74593,Virgílio Guimarães,PT,MG,0,,0,0,1,,1,,1,1,1,,0,0,1,1,0,,1,0,1,,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,1,0,1,1,0,,0,,0,1,,0,0,1,1,,,,1,1,1,0,0,1,0,1,1,,1,1,1,1,0,,,,1,0,0,,0,1,0,1,1,,,1,1,1,0,0,0,,0,,1,1,0,,1,0,1,1,0,0,0,,0,1,,,0,0,0,,1,1,0,1,1,0,0,0,,,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,,1,,,,,,,0,,0,0,,0,,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,,,1,1,,0,,1,,0,0,0,0,0,,1,1,0,1,0,1,1,0,1,1,,0,0,1,1,1,0,0,1,1,,1,0,1,0,1,0,,,0,,0,,1,1,,,1,1,,0,1,,0,1,1,1,0,,1,0,1,1,,1,1,1,1,0,1,1,1,,,1,0,0,1,0,,,,0,,0,0,1,1,1,,,0,1,1,1,0,,,1,,1,0,0,1,0,0,0,1,0,1,0,1,1,,,1,1,1,1,0,0,,,,,,0,0,,0,1,,,1,1,0,0,0,,1,0,0,0,1,,0,0,1,,1,0,1,,0,0,0,1,1,,1,1,0,1,1,1,1,1,0,,1,1,1,1,,0,0,0,0,1,1,1,1,0,0,0,,1,,1,0,,1,1,1,1,0,0,,,,,1,,1,0,1,,0,1,1,0,1,,0,0,1,0,,,0,1,1,0,0,1,1,,1,,1,0,1,,1,,1,1,1,0,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,1,,1,1,1,,,,,0,0,1,1,1,,,,,,,1,1,1,1,0,,1,1,0,0,1,0,1,1,1,1,1,,,,,,,1,1,1,0,,0,1,1,1,,0,,0,1,0,0,1,0,,,,1,0,1,0,0,0,1,1,1,0,,1,,,,1,1,,1,,0,1,1,1,1,0,,,1,1,0,0,0,1,1,1,1,1,1,,,,0,0,,,1,1,1,,1,1,1,1,1,1,,1,0,,,0,0,0,,,0,0,0,,,1,0,0,,0,1,,1,0,1,0,1,0,,,,1,1,1,1
74634,Marcos Medrado,PDT,BA,0,,0,0,1,1,,,1,1,1,1,,0,1,1,0,0,1,0,,,0,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,1,1,0,0,0,0,0,1,,0,1,1,0,1,1,,1,1,1,0,0,,,,,,,,,,,0,,1,1,,,,0,1,0,0,0,0,1,1,1,1,0,0,1,,0,1,,,,0,1,0,1,1,0,0,0,0,,1,,,0,0,0,1,1,1,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,1,,1,0,1,1,0,0,0,,,0,0,1,1,1,0,1,0,1,0,0,0,1,,,0,1,0,1,0,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,,1,1,,,,,,,,,,,0,1,1,1,0,,,1,1,0,1,1,0,0,0,1,1,1,,,,,0,1,0,0,,,,,,,0,0,0,,1,,1,,1,1,0,1,,1,1,1,0,,,,0,1,1,,1,1,1,1,0,,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,,,1,0,1,0,0,1,0,0,0,,0,1,0,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,1,1,,,,,,,,,,,,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,,0,,0,1,0,1,0,0,1,1,1,1,0,,1,0,1,0,,,,,,,0,1,1,,1,,,0,1,0,0,0,0,0,1,0,0,,1,,,,1,1,,,,,,,0,,0,,1,0,0,,1,0,0,0,0,0,,0,0,,1,,,,1,1,1,1,0,1,1,,,,1,1,1,1,1,1,1,,,,1,,,,,,0,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0,0,0,1,0,0,,0,1,0,0,1,0,1,,0,,1,1,,0,1,1,,,,1,0,0,1,0,0,1,1,,1,0,1,,1,1,,,,,,1,,1,1,,1,0,0,1,0,1,0,1,1,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,,,1,1,1,0,1,,0,,0,1,0,1,1,1,
74635,Mário Negromonte,PDS>PP,BA,0,,0,0,,,,,,1,,1,0,,,,0,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,0,0,,,,,1,1,,,,,,,,,,1,,1,1,,,,,,,0,,,,,0,,0,1,0,0,0,0,1,1,1,1,,,1,,,1,,1,0,,,,,,,,,,,,,,,,0,,1,1,0,,,,,,,,,0,0,,,,,,,0,0,0,1,0,1,,1,1,,,0,,0,0,0,1,1,1,0,1,,,,,,,0,,,,,,,,,0,,,0,0,0,1,1,0,1,1,1,1,1,1,1,,,,,,,,0,,0,1,,1,0,0,,,,,,,,0,0,1,1,0,,1,,0,0,1,1,1,0,,,,,1,,,,,,,,,,,0,,1,0,1,,,1,,,,0,,,,,,,0,,,,1,1,,,0,,0,,,,,0,,1,,1,,,0,0,,0,1,,1,,0,,1,,1,0,,,,,,0,,1,,,,,,,,1,,,1,,1,,1,,0,,0,,,,,,,,1,,,,1,0,0,0,,,,,,1,,0,0,1,,,0,,,0,0,0,,1,,,1,0,,1,1,1,,,,1,1,,,,0,1,1,1,,,,,0,0,,0,1,,,0,0,1,1,1,1,,0,,,1,,1,,1,0,,,,,1,0,,1,,,,,0,0,,1,1,,,,,,1,,1,0,1,1,,,,,0,0,1,1,,,,,,0,0,1,,1,,0,0,0,,,1,1,,1,,1,,,1,1,,,1,1,,,1,,,1,1,1,,,1,,,,1,,0,,,,,,,,,,,0,,,1,1,0,0,0,0,1,,,,,,,,0,,,0,1,0,,1,,,0,,0,1,1,1,0,1,,0,,0,1,0,0,,,0,,,1,1,,,,1,,,,,1,,,1,1,,,,,0,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,0,,,0,1,,,0,,,,,,,,,1,1,
74641,Severiano Alves,PDT,BA,0,,0,0,1,,1,,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,0,1,1,,,1,1,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,,1,,1,0,1,1,,,0,0,0,1,,,1,1,0,1,1,,1,1,1,0,0,,,,,,,,,1,,,,,,0,1,0,,1,0,1,0,0,,1,,1,,,0,,0,1,1,,,0,1,0,1,1,0,0,0,0,0,,,0,0,0,0,1,1,1,,,,0,,,,,0,,,1,,,,,0,0,0,0,1,,1,0,1,1,0,0,,,0,,0,1,1,1,0,1,0,1,0,,0,1,0,,0,1,0,,0,,0,0,0,0,0,0,,1,1,0,1,1,1,1,1,1,1,1,0,,,,1,,0,,0,1,1,1,0,0,0,0,,1,1,1,0,,0,,1,0,1,1,,0,0,1,1,,0,0,,,0,1,0,1,,,,,,,,,,,,,,,1,,0,1,,,,,,,,,0,1,1,,1,1,,,,,,,,,,,,1,0,1,0,,,,,,,,,,0,0,1,0,1,,,,1,0,,0,0,1,0,,0,1,0,1,,,,,,,,1,1,0,0,,0,0,0,1,0,0,0,0,1,1,1,,1,,,,,1,,,,,,0,0,1,1,,,,0,,0,0,1,1,,0,1,0,1,1,1,1,1,,,1,1,1,1,,0,1,,0,1,,,1,0,0,0,0,,0,,0,,,,1,1,0,0,,0,,,,1,1,,,1,,1,1,0,1,1,,0,,0,,,,,,,,,,,,,1,,0,,1,0,,,,,,,,,,,,,,,0,,1,,,,,,,,,1,1,,,,,1,,,,,1,0,,,,,1,,,,,1,,1,1,,0,1,,1,1,,,,0,0,0,,,,1,,0,0,0,0,1,1,,,0,0,0,1,0,,1,,,0,0,,0,1,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,1,1,0,0,1,,1,1,,0,,1,1,,1,1,1,,,1,1
74648,Aracely de Paula,PL+PRONA>PR,MG,0,,0,,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,1,1,,0,0,0,,,,0,1,1,0,1,1,,1,1,1,1,0,1,0,1,1,,1,1,1,1,,0,,,0,0,0,,1,0,,0,0,0,1,1,1,1,0,1,1,,,1,1,1,0,0,1,0,1,1,0,0,0,,0,1,,0,0,0,0,1,,,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,,,0,1,0,1,0,1,1,,0,,0,0,,0,1,1,1,0,1,0,1,0,0,,1,,0,0,1,0,1,0,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,,1,1,0,,0,1,1,1,0,,0,0,0,1,1,1,0,0,0,,1,0,1,1,,0,0,1,1,1,0,0,,,,1,0,1,,,,,,0,,0,0,1,1,0,1,1,1,1,0,1,,,1,1,,0,1,1,0,,1,,1,1,1,1,0,1,0,1,,,1,0,0,1,0,1,0,,0,0,0,0,1,,1,0,0,0,1,0,1,0,,0,1,0,,,0,1,0,,0,0,0,,0,,,1,1,1,,,1,0,0,,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,,1,1,,0,1,,0,0,1,,1,0,0,,0,0,0,1,1,,1,1,,,,,,,,,1,1,1,1,,0,1,1,1,1,1,1,1,0,0,,0,1,0,1,,,,,1,1,0,0,1,0,1,0,,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,,0,0,1,1,0,,1,1,,,,1,0,1,1,1,0,1,0,0,,0,0,0,0,1,1,1,0,0,,1,1,,,0,0,1,0,,1,1,1,,,0,1,1,1,0,0,1,1,1,0,1,,,,,,,,1,1,1,1,1,,,,,,,,,,0,0,0,0,0,,1,1,0,,0,0,1,,,0,0,0,0,1,0,0,1,0,1,0,0,1,0,,,0,,,,1,0,1,1,0,,0,1,0,,1,0,0,,1,1,1,0,1,1,1,1,0,0,0,1,,,1,1,,1,1,,,1,0,1,0,1,1,1,1,1,1,1,1,1,,1,0,1,0,0,0,0,,,0,0,0,1,1,,0,,1,0,,,1,0,1,1,1,,1,,1,1,1,1,
74650,Bonifácio de Andrada,PSDB,MG,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,0,0,1,,,,,,1,1,0,,,,0,,0,,,1,1,1,0,0,0,0,,1,1,,1,1,1,0,0,0,0,0,0,1,,,1,,,,1,1,0,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,0,1,1,1,,,,1,,1,0,,,1,1,1,1,,,,,,,,,0,,,,,1,1,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,1,,0,,0,1,1,1,,,,1,1,1,1,,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,0,0,1,0,,0,1,,1,0,0,,,,,1,1,,,,,,,,,,,,,,0,,1,0,0,0,,,1,,,,1,,,1,,,,,,,,,,,,0,0,0,1,1,,0,,,,,,,,,,1,1,1,1,,,,1,,,1,0,,,,0,,,0,0,0,1,,,,,,1,1,,,0,,0,,,0,0,,1,,0,,,,0,0,,,0,1,0,,,,0,1,,,,,,1,,,0,,0,0,,1,,0,1,0,0,,1,,,,,1,1,1,1,0,1,,,1,1,1,1,,,1,1,0,,,1,1,,,,0,,1,1,1,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,,,,1,1,,0,1,0,1,1,,,,,0,,,,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,,,,,,0,,,,,,,,,,1,,,,,0,0,,,,1,0,,1,1,,,,,
74651,Carlos Melles,PFL>DEM,MG,1,,,,0,,1,1,0,1,0,0,,,,,,,,,,1,,,1,0,,,,,,,,,1,,,,,,,,,,,,,1,,,0,1,,,,,,,,0,,1,0,0,1,1,0,,,0,0,1,1,0,1,,,,,,,,0,1,,,,0,,,0,,,1,1,0,,1,1,,,1,,,0,,,,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,1,0,0,1,,,,,1,,0,0,,,0,0,0,,,0,,1,1,0,,0,,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,1,,,,,,,0,,0,,0,,,,,,,,1,1,1,,,,,,,,,,1,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,1,,,,,1,1,,,0,,,1,,,0,1,,0,1,1,0,,,1,,1,1,,,,,,,,,,0,,1,,0,0,,1,1,,,,1,,1,1,,,0,,0,,,,1,,1,,,,,,0,1,,,0,1,,1,,,,1,,,,,1,,1,0,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,1,,,1,1,,1,0,0,,,,,,1,,,,,,,0,0,,,,,,,,,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,0,,,,
74655,Eduardo Barbosa,PSDB,MG,0,,1,,0,1,1,1,0,0,0,0,,0,,,,,,,,1,,,1,0,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,0,0,0,1,,,,,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,1,1,1,1,1,,,,,,1,1,,0,,,,,,,1,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,0,0,1,1,1,,0,0,1,,1,0,,1,1,1,1,1,,0,0,0,,,1,0,0,,,0,,1,1,,0,0,,,,,,,,0,,,,,,,,,,,,,,,,0,,0,,1,0,0,0,,,,1,0,0,,0,1,1,1,,,,1,1,1,1,,,,,,,,,,1,,0,,0,,,,,,,1,0,,,,,,0,0,1,0,1,0,1,1,1,0,,1,1,,,,1,,,,,,,,,,,,,,0,0,1,0,0,0,,,1,,,,1,,,,,,,,,,,,1,1,,0,0,0,1,1,0,0,1,1,,0,,,,,,1,1,1,1,1,1,1,,,,,0,,,,,,,0,0,0,1,,1,,,1,,1,1,,0,,0,0,1,0,0,1,1,1,0,,0,,0,1,0,1,0,1,0,1,1,,0,1,1,1,0,1,1,1,1,0,0,1,,,0,1,,,,0,0,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,1,1,0,0,1,0,1,1,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,1,1,,0,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,,1,1,1,0,1,0,1,1,,,,,,,,0,,,,0,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,,0,1,,,,,,,0,1,,0,,0,0,1,1,0,1,1,1,
74658,Fernando Diniz,PMDB,MG,0,,,,1,,1,1,,1,1,1,,,,,,,1,,,,,,0,1,,1,1,,,0,0,0,0,0,,0,0,1,0,0,,0,0,,,0,,,,0,1,1,,,,,,1,,0,,1,1,1,1,,1,1,1,,0,,,1,1,0,,1,,1,,1,,,1,,,1,0,,0,1,1,,1,1,1,1,0,0,0,,0,1,1,1,0,0,1,0,1,1,0,0,,,0,1,,0,,0,0,1,1,1,0,1,,,0,1,0,,,0,0,,1,1,,,,,,,,,1,0,1,1,,,0,0,0,0,0,1,1,1,,1,0,1,0,,0,,,,,1,0,1,,,0,0,,0,0,0,0,1,1,0,1,1,1,1,1,1,1,,,,,,1,,,,0,1,1,0,0,0,0,,0,1,1,1,,1,,,,0,1,,,0,0,1,,,0,,1,1,,1,0,,0,1,,,,,,0,0,,1,,1,1,1,1,0,1,,0,,0,1,0,1,,,,,,,,1,1,0,,0,,,,,,,1,0,1,0,,0,0,,0,1,,1,0,0,,1,,1,0,,0,1,,,0,0,,0,,0,,1,,0,1,1,,,,,1,,0,0,,0,,0,1,,,0,0,1,1,1,1,1,0,,0,,,,0,0,,,0,0,1,1,1,0,0,,0,0,0,1,,,1,1,,,1,1,1,,,,1,,,,,0,0,1,1,,1,1,1,0,,0,0,1,1,1,,,,,,,0,,,0,,,1,1,1,0,1,1,0,1,1,0,1,,,1,,0,,,0,1,1,0,0,1,1,,,,,0,1,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74662,Humberto Souto,PCB>PPS,MG,0,,1,,0,1,1,1,0,1,0,1,0,0,0,0,1,,,,1,1,1,1,1,0,,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,,1,,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,,,0,,,1,1,1,1,,1,0,0,0,,,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,0,0,1,1,,,0,1,1,1,0,,,1,0,1,1,0,0,0,0,1,1,,1,1,0,0,1,,1,1,0,1,1,,,,,,,,0,0,,1,,,,,,,,,,,,0,,,,,0,0,0,,0,0,1,,,,,0,1,1,1,,,,1,,,,,,,,,,,,,1,,0,,0,,,,0,,0,1,,,,0,0,0,0,0,,,1,0,1,1,0,1,0,1,1,,1,,1,,,,,,,,,,,,0,0,,,1,0,0,0,,1,1,,,,1,,,1,,,,,,,,,1,1,,0,0,0,1,,0,0,1,1,,0,,0,1,,,1,1,1,1,1,1,1,,,,1,0,,,,,,,0,1,,,0,0,1,1,,,,0,,0,,,,,,0,1,1,1,,,0,0,0,1,0,1,,1,0,1,1,1,0,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,1,,1,,,,,0,1,1,1,1,,,,1,,,,1,,,,,1,1,,1,,,,1,,,,,,,,1,,,,0,,1,,,,1,1,1,1,0,,0,,1,1,1,1,1,1,1,,1,,1,1,,,,,1,,,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,,1,0,,,,,,,,,,,0,1,,,,,,1,1,1,,,,1,,1,1,0,1,1,1,0
